"STATISTIC","Statistic Label","C03387V04072","Expenditure type","C02553V03094","Household Size","TLIST(A1)","Year","UNIT","VALUE"
"HS208","Average weekly household expenditure","090103","09.01.03 Other medical products (plasters, bandages, etc.)","0091","6 + Persons","2015","2015","Euro","0.36"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","-","All household sizes","2015","2015","Euro","2.08"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","001","1 person","2015","2015","Euro","0.97"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","003","2 persons","2015","2015","Euro","1.89"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","004","3 persons","2015","2015","Euro","2.59"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","006","4 persons","2015","2015","Euro","2.9"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","007","5 persons","2015","2015","Euro","2.51"
"HS208","Average weekly household expenditure","090104","09.01.04 Doctor (not consultant)","0091","6 + Persons","2015","2015","Euro","3.23"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","-","All household sizes","2015","2015","Euro","1.62"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","001","1 person","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","003","2 persons","2015","2015","Euro","1.56"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","004","3 persons","2015","2015","Euro","1.86"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","006","4 persons","2015","2015","Euro","1.86"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","007","5 persons","2015","2015","Euro","2.97"
"HS208","Average weekly household expenditure","090105","09.01.05 Dentist","0091","6 + Persons","2015","2015","Euro","3.01"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","-","All household sizes","2015","2015","Euro","3.3"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","001","1 person","2015","2015","Euro","1.38"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","003","2 persons","2015","2015","Euro","3.79"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","004","3 persons","2015","2015","Euro","2.88"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","006","4 persons","2015","2015","Euro","3.98"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","007","5 persons","2015","2015","Euro","5.15"
"HS208","Average weekly household expenditure","090106","09.01.06 Specialist practice (including consultant, orthodontist)","0091","6 + Persons","2015","2015","Euro","5.79"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","-","All household sizes","2015","2015","Euro","1.21"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","001","1 person","2015","2015","Euro","0.66"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","003","2 persons","2015","2015","Euro","1.46"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","004","3 persons","2015","2015","Euro","1"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","006","4 persons","2015","2015","Euro","1.62"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","007","5 persons","2015","2015","Euro","1.48"
"HS208","Average weekly household expenditure","090107","09.01.07 Physiotheraphy and other parmedicial services/fees","0091","6 + Persons","2015","2015","Euro","1.15"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","-","All household sizes","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","001","1 person","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","003","2 persons","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","004","3 persons","2015","2015","Euro","0.43"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","006","4 persons","2015","2015","Euro","0.44"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","007","5 persons","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","090108","09.01.08 Services of medical analysis labs","0091","6 + Persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","-","All household sizes","2015","2015","Euro","1.83"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","001","1 person","2015","2015","Euro","1.87"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","003","2 persons","2015","2015","Euro","2.32"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","004","3 persons","2015","2015","Euro","2.03"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","006","4 persons","2015","2015","Euro","1.63"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","007","5 persons","2015","2015","Euro","0.44"
"HS208","Average weekly household expenditure","090109","09.01.09 Hospital services","0091","6 + Persons","2015","2015","Euro","0.84"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","-","All household sizes","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","001","1 person","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","003","2 persons","2015","2015","Euro","0.62"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","004","3 persons","2015","2015","Euro","1.4"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","006","4 persons","2015","2015","Euro","1"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","007","5 persons","2015","2015","Euro","0.82"
"HS208","Average weekly household expenditure","090110","09.01.10 Spectacles and lenses (including accessories and repairs)","0091","6 + Persons","2015","2015","Euro","0.95"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","-","All household sizes","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","001","1 person","2015","2015","Euro","0.36"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","003","2 persons","2015","2015","Euro","0.44"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","004","3 persons","2015","2015","Euro","0.38"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","006","4 persons","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","007","5 persons","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","090111","09.01.11 Therapeutic equipment - non optical items (e.g. wheelchair)","0091","6 + Persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","-","All household sizes","2015","2015","Euro","19.95"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","001","1 person","2015","2015","Euro","11.14"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","003","2 persons","2015","2015","Euro","17.66"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","004","3 persons","2015","2015","Euro","23.84"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","006","4 persons","2015","2015","Euro","25.26"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","007","5 persons","2015","2015","Euro","26.52"
"HS208","Average weekly household expenditure","0902","09.02 Telephone, mobile and car phone","0091","6 + Persons","2015","2015","Euro","33.01"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","-","All household sizes","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","001","1 person","2015","2015","Euro","0.1"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","003","2 persons","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","004","3 persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","006","4 persons","2015","2015","Euro","0.28"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","007","5 persons","2015","2015","Euro","0.6"
"HS208","Average weekly household expenditure","090201","09.02.01 Telephone, answering and fax machine - purchase and repair","0091","6 + Persons","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","-","All household sizes","2015","2015","Euro","2.75"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","001","1 person","2015","2015","Euro","1.22"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","003","2 persons","2015","2015","Euro","1.87"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","004","3 persons","2015","2015","Euro","3.86"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","006","4 persons","2015","2015","Euro","3.82"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","007","5 persons","2015","2015","Euro","3.72"
"HS208","Average weekly household expenditure","090202","09.02.02 Mobile phone/car phone purchase","0091","6 + Persons","2015","2015","Euro","6.32"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","-","All household sizes","2015","2015","Euro","2.63"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","001","1 person","2015","2015","Euro","3.01"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","003","2 persons","2015","2015","Euro","2.94"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","004","3 persons","2015","2015","Euro","2.33"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","006","4 persons","2015","2015","Euro","2.05"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","007","5 persons","2015","2015","Euro","2.1"
"HS208","Average weekly household expenditure","090203","09.02.03 Telephone account payment","0091","6 + Persons","2015","2015","Euro","3.06"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","-","All household sizes","2015","2015","Euro","8.29"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","001","1 person","2015","2015","Euro","3.28"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","003","2 persons","2015","2015","Euro","6.89"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","004","3 persons","2015","2015","Euro","10.32"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","006","4 persons","2015","2015","Euro","12.36"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","007","5 persons","2015","2015","Euro","12.31"
"HS208","Average weekly household expenditure","090204","09.02.04 Mobile phone account payments","0091","6 + Persons","2015","2015","Euro","12.09"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","-","All household sizes","2015","2015","Euro","6.04"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","001","1 person","2015","2015","Euro","3.53"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","003","2 persons","2015","2015","Euro","5.79"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","004","3 persons","2015","2015","Euro","7.01"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","006","4 persons","2015","2015","Euro","6.75"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","007","5 persons","2015","2015","Euro","7.8"
"HS208","Average weekly household expenditure","090205","09.02.05 Mobile phone top-up and other payments","0091","6 + Persons","2015","2015","Euro","11.06"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","-","All household sizes","2015","2015","Euro","17.14"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","001","1 person","2015","2015","Euro","11.05"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","003","2 persons","2015","2015","Euro","17.23"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","004","3 persons","2015","2015","Euro","18.88"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","006","4 persons","2015","2015","Euro","20.63"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","007","5 persons","2015","2015","Euro","21.43"
"HS208","Average weekly household expenditure","0903","09.03 Television, internet and bundle subscriptions","0091","6 + Persons","2015","2015","Euro","19.56"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","-","All household sizes","2015","2015","Euro","2.07"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","001","1 person","2015","2015","Euro","1.18"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","003","2 persons","2015","2015","Euro","1.9"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","004","3 persons","2015","2015","Euro","2.7"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","006","4 persons","2015","2015","Euro","2.42"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","007","5 persons","2015","2015","Euro","2.62"
"HS208","Average weekly household expenditure","090301","09.03.01 Internet subscription fees (not bundled)","0091","6 + Persons","2015","2015","Euro","2.86"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","-","All household sizes","2015","2015","Euro","2.24"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","001","1 person","2015","2015","Euro","1.72"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","003","2 persons","2015","2015","Euro","2.09"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","004","3 persons","2015","2015","Euro","2.46"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","006","4 persons","2015","2015","Euro","2.63"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","007","5 persons","2015","2015","Euro","2.7"
"HS208","Average weekly household expenditure","090302","09.03.02 TV licences","0091","6 + Persons","2015","2015","Euro","2.6"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","-","All household sizes","2015","2015","Euro","5.22"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","001","1 person","2015","2015","Euro","3.42"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","003","2 persons","2015","2015","Euro","5.48"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","004","3 persons","2015","2015","Euro","5.78"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","006","4 persons","2015","2015","Euro","5.91"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","007","5 persons","2015","2015","Euro","6.37"
"HS208","Average weekly household expenditure","090303","09.03.03 Satellite and cable TV subscription","0091","6 + Persons","2015","2015","Euro","5.77"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","-","All household sizes","2015","2015","Euro","3.24"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","001","1 person","2015","2015","Euro","2.15"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","003","2 persons","2015","2015","Euro","3.58"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","004","3 persons","2015","2015","Euro","3.23"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","006","4 persons","2015","2015","Euro","3.49"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","007","5 persons","2015","2015","Euro","4.4"
"HS208","Average weekly household expenditure","090304","09.03.04 Telephone, internet bundle","0091","6 + Persons","2015","2015","Euro","3.43"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","-","All household sizes","2015","2015","Euro","3.58"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","001","1 person","2015","2015","Euro","2.05"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","003","2 persons","2015","2015","Euro","3.28"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","004","3 persons","2015","2015","Euro","3.75"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","006","4 persons","2015","2015","Euro","5.4"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","007","5 persons","2015","2015","Euro","4.57"
"HS208","Average weekly household expenditure","090305","09.03.05 Telephone, internet, television bundle","0091","6 + Persons","2015","2015","Euro","4.03"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","-","All household sizes","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","001","1 person","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","003","2 persons","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","004","3 persons","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","006","4 persons","2015","2015","Euro","0.19"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","007","5 persons","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","090306","09.03.06 Telephone, television bundle","0091","6 + Persons","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","-","All household sizes","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","001","1 person","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","003","2 persons","2015","2015","Euro","0.68"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","004","3 persons","2015","2015","Euro","0.76"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","006","4 persons","2015","2015","Euro","0.53"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","007","5 persons","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","090307","09.03.07 Internet, television bundle","0091","6 + Persons","2015","2015","Euro","0.75"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","-","All household sizes","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","003","2 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","004","3 persons","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","006","4 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","007","5 persons","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","090308","09.03.08 DVD/CD rental","0091","6 + Persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","-","All household sizes","2015","2015","Euro","17.85"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","001","1 person","2015","2015","Euro","5.15"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","003","2 persons","2015","2015","Euro","13.29"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","004","3 persons","2015","2015","Euro","15.92"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","006","4 persons","2015","2015","Euro","29.64"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","007","5 persons","2015","2015","Euro","38.1"
"HS208","Average weekly household expenditure","0904","09.04 Admission and subscription charges - sports and leisure","0091","6 + Persons","2015","2015","Euro","39.13"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","-","All household sizes","2015","2015","Euro","0.94"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","001","1 person","2015","2015","Euro","0.17"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","003","2 persons","2015","2015","Euro","0.67"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","004","3 persons","2015","2015","Euro","1.18"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","006","4 persons","2015","2015","Euro","1.43"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","007","5 persons","2015","2015","Euro","2"
"HS208","Average weekly household expenditure","090401","09.04.01 Spectator sports - admission charges","0091","6 + Persons","2015","2015","Euro","1.93"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","-","All household sizes","2015","2015","Euro","3.95"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","001","1 person","2015","2015","Euro","0.83"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","003","2 persons","2015","2015","Euro","2.48"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","004","3 persons","2015","2015","Euro","3.51"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","006","4 persons","2015","2015","Euro","6.58"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","007","5 persons","2015","2015","Euro","10.89"
"HS208","Average weekly household expenditure","090402","09.04.02 Participant sports - excluding subscriptions","0091","6 + Persons","2015","2015","Euro","8.6"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","-","All household sizes","2015","2015","Euro","5.76"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","001","1 person","2015","2015","Euro","2.24"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","003","2 persons","2015","2015","Euro","5.97"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","004","3 persons","2015","2015","Euro","5.13"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","006","4 persons","2015","2015","Euro","9.24"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","007","5 persons","2015","2015","Euro","7.62"
"HS208","Average weekly household expenditure","090403","09.04.03 Subscriptions to sports and social clubs","0091","6 + Persons","2015","2015","Euro","8.42"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","-","All household sizes","2015","2015","Euro","3.53"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","001","1 person","2015","2015","Euro","0.75"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","003","2 persons","2015","2015","Euro","1.28"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","004","3 persons","2015","2015","Euro","2.71"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","006","4 persons","2015","2015","Euro","6.44"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","007","5 persons","2015","2015","Euro","9.93"
"HS208","Average weekly household expenditure","090404","09.04.04 Fees to leisure classes","0091","6 + Persons","2015","2015","Euro","13.53"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","-","All household sizes","2015","2015","Euro","1.15"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","001","1 person","2015","2015","Euro","0.33"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","003","2 persons","2015","2015","Euro","0.78"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","004","3 persons","2015","2015","Euro","1.27"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","006","4 persons","2015","2015","Euro","2"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","007","5 persons","2015","2015","Euro","2.03"
"HS208","Average weekly household expenditure","090405","09.04.05 Cinema","0091","6 + Persons","2015","2015","Euro","2.46"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","-","All household sizes","2015","2015","Euro","1.52"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","001","1 person","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","003","2 persons","2015","2015","Euro","1.33"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","004","3 persons","2015","2015","Euro","1.14"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","006","4 persons","2015","2015","Euro","2.58"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","007","5 persons","2015","2015","Euro","3.09"
"HS208","Average weekly household expenditure","090406","09.04.06 Live entertainment, theatre, concerts and shows","0091","6 + Persons","2015","2015","Euro","2.25"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","-","All household sizes","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","001","1 person","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","003","2 persons","2015","2015","Euro","0.25"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","004","3 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","006","4 persons","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","007","5 persons","2015","2015","Euro","0.57"
"HS208","Average weekly household expenditure","090407","09.04.07 Admission to zoological gardens and museums","0091","6 + Persons","2015","2015","Euro","0.54"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","-","All household sizes","2015","2015","Euro","0.49"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","001","1 person","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","003","2 persons","2015","2015","Euro","0.29"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","004","3 persons","2015","2015","Euro","0.52"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","006","4 persons","2015","2015","Euro","0.58"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","007","5 persons","2015","2015","Euro","1.52"
"HS208","Average weekly household expenditure","090408","09.04.08 Admission to clubs, dances and bingo","0091","6 + Persons","2015","2015","Euro","1.24"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","-","All household sizes","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","001","1 person","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","003","2 persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","004","3 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","006","4 persons","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","090409","09.04.09 Admission to social events and gatherings","007","5 persons","2015","2015","Euro","0"
